solvent_smiles,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfone,fr_thiophene,fr_urea
CC1(C)OCCO1,7.148958333333333,7.148958333333333,3.1708333333333325,-3.3656250000000014,0.449457595367426,67.42857142857143,102.13299999999995,92.053,102.06807956,42,0.16246672056425143,-0.3481364647538188,0.3481364647538188,0.16246672056425143,1.5714285714285714,2.142857142857143,2.4285714285714284,2.1517251393818295,3.343996307954128,281.63839686929146,13.914213562373096,13.316496580927726,3.3164965809277263,7.164213562373095,6.566496580927726,1.5664965809277263,1.0248299142610595,1.0248299142610595,0.43118621784789735,0.43118621784789735,0.20622873928263247,0.20622873928263247,-0.08,1841.876719310846,0.8471275198542436,1.4562252861602496,1.1433103420539323,57.469983792578674,9.473725907600098,0.0,5.7871111525705965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.703784234591359,8.224551337021321,18.601004710513457,23.181311469302294,0.0,0.0,0.0,0.0,19.490895387161956,13.117970485832577,0.0,0.0,0.0,0.0,0.0,0.0,18.905081638403175,9.473725907600098,0.0,27.411369796293556,0.0,0.0,0.0,18.46,32.608865872994535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473725907600098,13.7075855617022,79.63541666666666,0.0,0.0,0.0,0.0,-3.3125,0.0,0.0,-13.07291666666667,0.0,1.0,7,0,2,0,1,1,0,0,0,2,0,2,2,0,1,1,1,0.7693,25.982999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)CC(C)=O,10.966111111111111,10.966111111111111,2.0174768518518507,-3.5173611111111107,0.4748220028701909,30.857142857142858,100.11699999999995,92.05299999999998,100.052429496,40,0.1366720688163241,-0.2995372651428887,0.2995372651428887,0.1366720688163241,1.5714285714285714,2.0,2.2857142857142856,1.9775391966911575,5.17704403129667,256.3876041875482,12.654700538379252,11.316496580927726,3.3164965809277263,6.309401076758503,5.408248290463863,1.4082482904638631,0.7832482904638631,0.7832482904638631,0.22706207261596578,0.22706207261596578,0.10311436964131623,0.10311436964131623,-0.66,622.9248469577146,1.0159214096100373,2.5023162734229616,5.34,53.76182768684603,0.0,11.566489892729878,0.0,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,0.0,13.703784234591359,10.96606844936176,6.372924901329379,20.555142817505402,11.566489892729878,0.0,0.0,0.0,20.076709135920737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.566489892729878,9.589074368143644,0.0,31.042777585282494,0.0,0.0,0.0,34.14,31.643199028650617,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96606844936176,53.38912037037037,0.0,21.932222222222222,0.0,0.0,-4.034953703703701,0.0,-3.5173611111111107,-6.685694444444445,0.0,0.6,7,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0.5545,25.97899999999999,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC1CCCCC1,8.040625,8.040625,3.799936224489799,-4.128125000000001,0.4889029976557186,92.0,112.21599999999991,96.08799999999998,112.12520051199999,48,0.030257840059852395,-0.06511818141712189,0.06511818141712189,0.030257840059852395,1.75,2.5,3.125,2.3299764707624586,4.038234571437733,492.6857250822119,20.0,20.0,4.0,10.0,10.0,2.0,1.125,1.125,0.625,0.625,0.3125,0.3125,0.0,31827.478590615185,0.6805555555555556,3.111111111111111,1.5,74.76754267776158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.08944152527195,5.893957685363079,21.932136898723517,0.0,21.932136898723517,0.0,0.0,0.0,5.893957685363079,45.08944152527195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893957685363079,67.0215784239955,0.0,0.0,0.0,0.0,50.98339921063503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,121.6597363945578,0.0,0.0,0.0,0.0,-4.128125000000001,0.0,-23.73167517006803,-3.799936224489799,0.0,1.0,8,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,1,2.976700000000002,36.86599999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC#N,8.466782879818593,8.466782879818593,0.8792304421768709,-3.7316666666666674,0.49450622820958645,41.285714285714285,97.16099999999994,86.073,97.08914935199999,40,0.0621245081890989,-0.1983473916935962,0.1983473916935962,0.0621245081890989,1.8571428571428572,2.7142857142857144,3.2857142857142856,2.145437008226615,5.898453189982975,358.71017731181706,15.207106781186548,14.447213595499958,3.447213595499958,7.560660171779821,6.973606797749979,1.473606797749979,0.6118033988749895,0.6118033988749895,0.24340169943749473,0.24340169943749473,0.09045084971874737,0.09045084971874737,-0.51,2317.0719688847444,0.7193629636058536,5.49,5.490000000000001,60.41121678312729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,19.597741919954437,6.372924901329379,21.451269019201796,6.069221312792274,15.078344117872419,0.0,5.261891554738487,0.0,0.0,32.3435917226132,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.0,11.33111286753076,47.42193584048565,0.0,0.0,0.0,23.79,32.3435917226132,0.0,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,20.340235672610905,78.32530045351474,0.0,0.0,8.466782879818593,0.0,0.0,0.8792304421768709,-14.416736111111113,-3.5045776643990942,0.0,0.8333333333333334,7,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2.09028,29.754999999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCOC(C)=O,11.181716860355253,11.181716860355253,2.183685279667422,-4.0289583333333345,0.4277197407264159,41.333333333333336,130.18699999999995,116.07499999999997,130.099379688,54,0.3021228679209696,-0.4658776881575565,0.4658776881575565,0.3021228679209696,1.7777777777777777,2.6666666666666665,3.3333333333333335,2.2395935426061344,5.903563641305606,456.72669052182823,19.284457050376172,18.316496580927726,4.316496580927726,9.627827084841575,8.862372435695795,1.8623724356957947,0.8665816237971965,0.8665816237971965,0.31975977559061536,0.31975977559061536,0.12862988779530768,0.12862988779530768,-0.53,16517.00237672024,1.0253225880980366,5.603868808567606,7.470000000000003,75.87355804610921,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,19.597741919954437,6.372924901329379,23.300994791338315,9.300502355256729,28.722019924254944,5.969305287951849,0.0,0.0,0.0,32.8225589385795,6.558985242916289,0.0,0.0,0.0,0.0,0.0,0.0,12.528290530868137,9.53140013787187,0.0,52.01317872496262,0.0,0.0,0.0,26.3,45.35084946944763,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,19.190619786383078,103.68296024659861,0.0,11.181716860355253,0.0,0.0,-2.183685279667422,0.0,-11.910891321806503,-11.103433838813306,0.0,0.8571428571428571,9,0,2,0,0,0,0,0,0,2,0,2,6,0,0,0,0,1.7397,36.157999999999994,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)OC,10.809861111111111,10.809861111111111,1.9189814814814816,-3.3180555555555564,0.43785087777866244,34.0,88.10599999999997,80.042,88.052429496,36,0.30472073144092393,-0.46900295028300515,0.46900295028300515,0.30472073144092393,2.3333333333333335,3.1666666666666665,3.6666666666666665,1.7965198867248706,4.703440903737526,224.4762283888888,11.784457050376172,10.816496580927726,2.8164965809277263,5.8778270848415755,5.112372435695795,1.1123724356957947,0.5145195511812307,0.5145195511812307,0.19475977559061533,0.19475977559061533,0.025515518153991442,0.025515518153991442,-0.53,362.8970171184239,0.7028610316724851,2.693713646532438,1.7581844380403455,48.34890870191254,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.851892117295679,0.0,13.226717682180478,11.150228127393248,20.497468587233627,5.969305287951849,0.0,0.0,0.0,13.224817018625059,7.037952458882589,0.0,0.0,0.0,0.0,0.0,0.0,13.007257746834437,9.53140013787187,0.0,24.190885467986817,0.0,0.0,0.0,26.3,26.232074765459497,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,10.96606844936176,56.741643518518515,0.0,10.809861111111111,0.0,0.0,-1.9189814814814816,0.0,-3.3180555555555564,-3.2546296296296306,-3.1431712962962965,0.75,6,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0.5694,22.30699999999999,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(=O)OC,11.126527777777778,11.126527777777778,2.0846064814814813,-3.6045138888888903,0.485245073645189,37.142857142857146,102.13299999999994,92.05299999999998,102.06807956,42,0.30499121879740626,-0.46899555445129654,0.46899555445129654,0.30499121879740626,2.142857142857143,3.0,3.5714285714285716,1.974337808135147,5.215847381602677,298.7985681132777,14.284457050376172,13.316496580927726,3.3164965809277263,7.1278270848415755,6.362372435695795,1.3623724356957947,0.6395195511812307,0.6395195511812307,0.25725977559061536,0.25725977559061536,0.07654655446197432,0.07654655446197432,-0.53,1316.8833180261431,0.8089064640823261,3.6528153564899446,3.2963341491124023,57.52379181664478,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.851892117295679,6.372924901329379,15.968234794520917,11.150228127393248,23.238985699574066,5.969305287951849,0.0,0.0,0.0,19.597741919954437,7.037952458882589,0.0,0.0,0.0,0.0,0.0,0.0,13.007257746834437,9.53140013787187,0.0,33.30532748165663,0.0,0.0,0.0,26.3,32.60499966678887,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,13.7075855617022,72.0052021919879,0.0,11.126527777777778,0.0,0.0,-2.0846064814814813,0.0,-7.171643518518522,-3.4402168367346952,-3.2685964663643237,0.8,7,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0.9595,26.923999999999985,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(=O)CCCC,12.396425736961447,12.396425736961447,2.684027777777777,-4.326814058956918,0.5569438384242685,47.6,142.2420000000001,124.09799999999997,142.135765196,60,0.1324109690533248,-0.2997179119890417,0.2997179119890417,0.1324109690533248,1.3,1.8,2.2,2.42363212143803,6.544330958441349,553.5262630036713,23.577350269189626,22.908248290463863,4.908248290463863,11.654700538379252,11.204124145231932,2.2041241452319316,1.0791241452319316,1.0791241452319316,0.4770620726159658,0.4770620726159658,0.2072810363079829,0.2072810363079829,-0.33,127337.63166035409,1.021924091603285,6.785340253748558,5.8003780964797915,89.10977904606675,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,26.449634037250117,12.745849802658759,37.41950381372273,0.0,29.468191195135777,5.783244946364939,0.0,0.0,0.0,51.94133364256763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,76.61498765363157,0.0,0.0,0.0,17.07,57.724578588932566,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.673654011063956,131.81699333900224,0.0,12.396425736961447,0.0,0.0,-2.684027777777777,0.0,-25.23009755291006,-7.6326270786092225,0.0,0.8888888888888888,10,0,1,0,0,0,0,0,0,1,0,1,8,0,0,0,0,2.935900000000001,44.057000000000016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)CCC2,7.734837962962963,7.734837962962963,0.6310185185185178,-2.9780092592592595,0.48947695058073354,48.44444444444444,118.17899999999993,108.09899999999998,118.07825032,46,0.06257048931006724,-0.06197440107740022,0.06257048931006724,0.06197440107740022,1.2222222222222223,1.7777777777777777,2.3333333333333335,2.3881423340762513,3.0229277506776913,524.0984387356792,14.964101615137753,14.5,4.5,8.386751345948129,7.5,2.5,1.625,1.625,1.0625,1.0625,0.65625,0.65625,-0.78,9323.307672233685,1.159950472160352,1.8705768494137758,0.7477845773511872,69.57010331083569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16967483065318,30.24567768738213,8.224551337021321,5.483034224680881,13.7075855617022,0.0,0.0,0.0,0.0,19.118774703988137,0.0,35.29657781404717,0.0,0.0,0.0,0.0,0.0,0.0,12.745849802658759,0.0,31.207413446425566,24.16967483065318,0.0,0.0,0.0,54.4153525180353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,76.49976851851852,0.0,0.0,0.0,-1.262037037037036,0.0,-2.847453703703702,-8.64027777777778,0.0,0.0,0.3333333333333333,9,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2.1753,38.46700000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1cncnc1,6.957407407407407,6.957407407407407,0.3370370370370368,-0.3833333333333331,0.4525571430979931,17.333333333333332,80.08999999999997,76.05799999999999,80.037448128,30,0.11475741217610112,-0.2448319095615807,0.2448319095615807,0.11475741217610112,1.3333333333333333,2.0,2.6666666666666665,1.8235900040480661,3.310532874722407,238.42965837655686,7.723614639131598,6.894427190999916,2.8944271909999157,4.6090609052806215,3.3944271909999157,1.3944271909999157,0.6722135954999578,0.6722135954999578,0.32360679774997897,0.32360679774997897,0.15590169943749474,0.15590169943749474,-0.92,153.18156034003755,1.025681072793961,1.4998028396056793,0.5163568727137455,41.49058108206125,0.0,7.674130270136447,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,6.042418707663295,12.345790421629522,4.1122756685106605,5.483034224680881,0.0,0.0,9.967957041894417,0.0,0.0,0.0,24.691580843259043,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,5.483034224680881,24.691580843259043,0.0,0.0,25.78,0.0,0.0,24.691580843259043,0.0,0.0,0.0,0.0,0.0,9.967957041894417,5.483034224680881,27.630370370370372,0.0,6.497407407407407,0.0,0.0,0.0,-0.3370370370370368,-1.1240740740740731,0.0,0.0,0.0,6,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0.4765999999999999,22.031999999999996,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccnnc1,6.9874074074074075,6.9874074074074075,0.3472222222222221,-0.36018518518518516,0.4525571430979931,17.333333333333332,80.08999999999997,76.05799999999999,80.037448128,30,0.08598140941410494,-0.15917583224964102,0.15917583224964102,0.08598140941410494,1.1666666666666667,1.6666666666666667,2.1666666666666665,1.9321601728882982,3.3421538077705124,234.6796583765568,7.723614639131598,6.894427190999916,2.8944271909999157,4.625897657686229,3.3972135954999576,1.3972135954999578,0.6736067977499789,0.6736067977499789,0.32430339887498943,0.32430339887498943,0.15590169943749474,0.15590169943749474,-0.92,171.96225538705855,1.025681072793961,1.4998028396056793,0.5163568727137455,41.45903465046597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.197363616602075,0.0,0.0,12.08483741532659,12.345790421629522,5.483034224680881,5.483034224680881,0.0,0.0,10.197363616602075,0.0,0.0,0.0,24.430627836956113,0.0,0.0,0.0,0.0,0.0,10.197363616602075,0.0,0.0,5.483034224680881,24.430627836956113,0.0,0.0,25.78,0.0,0.0,24.430627836956113,0.0,0.0,0.0,0.0,0.0,10.197363616602075,5.483034224680881,27.759999999999998,0.0,0.0,6.321481481481482,0.0,0.0,-0.6944444444444442,-0.7203703703703703,0.0,0.0,0.0,6,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0.4765999999999999,22.031999999999996,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCCC1,7.239583333333334,7.239583333333334,3.229166666666666,-3.229166666666667,0.40836192922302755,104.0,70.13499999999998,60.05499999999999,70.07825032,30,0.02665298639455785,-0.0533059727891157,0.0533059727891157,0.02665298639455785,0.8,1.0,1.2,2.0411153347892164,3.552840724664296,198.53003040070757,12.5,12.5,2.5,6.25,6.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.0,806.2405572417405,0.35555555555555557,1.44,0.64,47.242893333564915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.864624506646898,0.0,13.7075855617022,0.0,13.7075855617022,0.0,0.0,0.0,0.0,31.864624506646898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.57221006834913,0.0,0.0,0.0,0.0,31.864624506646898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,72.39583333333334,0.0,0.0,0.0,0.0,0.0,0.0,-16.145833333333336,0.0,0.0,1.0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.9505000000000001,23.084999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCO,7.778528911564626,7.778528911564626,3.4254841189804663,-4.489030612244901,0.5446193762686498,52.4,144.25800000000012,124.09799999999997,144.15141526,62,0.2100365348450359,-0.39637656934228244,0.39637656934228244,0.2100365348450359,1.2,1.9,2.6,2.51697699352718,6.853064869579883,626.6786244409132,25.207106781186546,24.908248290463863,4.908248290463863,12.560660171779821,12.112372435695795,2.2041241452319316,0.9770620726159658,0.9770620726159658,0.4260310363079829,0.4260310363079829,0.18176551815399145,0.18176551815399145,-0.04,323459.2304151715,0.9534067946643878,8.960000000000003,7.960000000000003,92.63910195668184,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,45.08944152527195,6.372924901329379,29.861880697810022,2.7415171123404405,31.153220758341387,0.0,1.4311996572326342,0.0,0.0,51.46236642660133,6.558985242916289,0.0,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,0.0,77.5067789938355,0.0,0.0,0.0,20.23,58.021351669517614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,27.47561222446681,149.4303948283859,0.0,0.0,3.4254841189804663,0.0,0.0,0.0,-30.351704577664407,-7.754174369701969,0.0,1.0,10,1,1,0,0,0,0,0,0,1,1,1,9,0,0,0,0,2.7293000000000016,45.078800000000015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCNCCC,7.410416666666666,7.410416666666666,0.9179166666666667,-3.8468750000000016,0.5276462374247944,53.57142857142857,101.19299999999993,86.073,101.12044947999999,44,0.12218946386198717,-0.3167534298664198,0.3167534298664198,0.12218946386198717,1.5714285714285714,2.142857142857143,2.5714285714285716,2.2358249683399594,6.003027839427298,363.2361847341673,18.577350269189626,18.44721359549996,3.447213595499958,9.154700538379252,8.894427190999917,1.4472135954999579,0.5854101966249684,0.5854101966249684,0.22360679774997896,0.22360679774997896,0.08385254915624211,0.08385254915624211,-0.04,10767.733047525244,0.5627547928442398,5.959999999999999,5.960000000000001,67.2464379181762,5.309813353288376,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.703784234591359,25.73956917129065,19.190619786383078,0.0,20.60246186471128,0.0,0.0,5.309813353288376,0.0,26.449634037250117,12.99371936863189,0.0,0.0,5.309813353288376,0.0,0.0,0.0,12.99371936863189,0.0,0.0,45.64025382363322,0.0,1.4118420783282006,0.0,12.03,44.75316675917038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.60246186471128,107.83686862244897,0.0,0.0,-0.9179166666666667,0.0,0.0,0.0,-7.527933673469391,-14.891018282312928,0.0,1.0,7,1,1,0,0,0,0,0,0,1,1,1,6,0,0,0,0,1.396,33.45169999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCNC1,7.192708333333334,7.192708333333334,0.2916666666666665,-3.078125,0.4347944578283113,94.8,71.12299999999998,62.051,71.073499288,30,0.12218986278925703,-0.3167309205412665,0.3167309205412665,0.12218986278925703,1.6,2.2,2.4,2.045096222500644,3.3846708677069604,231.53756901265294,11.577350269189626,11.447213595499958,2.447213595499958,5.904700538379252,5.644427190999917,1.1972135954999579,0.5854101966249684,0.5854101966249684,0.28610679774997894,0.28610679774997894,0.13975424859373686,0.13975424859373686,-0.04,584.8975196351843,0.39911790543591597,1.4103121748178982,0.6183636836628511,45.080899534846864,5.309813353288376,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.739569171290647,10.96606844936176,0.0,12.377910527689961,0.0,0.0,5.309813353288376,0.0,12.745849802658759,12.99371936863189,0.0,0.0,5.309813353288376,0.0,0.0,0.0,12.99371936863189,0.0,0.0,23.711918252020517,0.0,1.4118420783282006,0.0,12.03,25.739569171290647,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,0.0,12.377910527689961,64.44791666666667,0.0,0.0,-0.2916666666666665,0.0,0.0,0.0,-6.15625,-6.0,0.0,1.0,5,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.36979999999999996,22.103699999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)CC(C)(C)O,11.584374999999998,11.584374999999998,2.259722222222221,-3.9618055555555554,0.5773011105328565,40.0,116.15999999999993,104.06399999999998,116.083729624,48,0.21084464788570498,-0.3900121029867823,0.3900121029867823,0.21084464788570498,2.125,2.875,3.25,2.10674069559006,6.375253866019746,358.8794609283279,16.784457050376176,15.816496580927726,3.8164965809277263,8.465360710159073,7.566496580927726,1.6582482904638631,1.135310363079829,1.135310363079829,0.2895620726159658,0.2895620726159658,0.15987988779530768,0.15987988779530768,-0.37,4786.5148603806165,0.966330939915621,2.266093076218851,5.630000000000001,66.4660337121934,5.1088081911072125,5.783244946364939,0.0,1.4311996572326342,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,20.555676351887037,21.451269019201796,5.601050810983688,24.98168949305145,5.783244946364939,1.4311996572326342,0.0,0.0,32.52965206420011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.924303605688475,4.794537184071822,0.0,42.00694537108886,0.0,0.0,0.0,37.3,38.312897010565045,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,16.509543775105055,84.51296296296297,0.0,11.584374999999998,3.627083333333333,-3.918171296296296,-2.259722222222221,0.0,-3.9618055555555554,-11.168055555555558,0.0,0.8333333333333334,8,1,2,0,0,0,0,0,0,2,1,2,6,0,0,0,0,0.7363999999999999,31.595799999999983,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
